🔥甄选vip港澳台,#genre#
演员请就位专场,http://81.70.10.196:35455/huya/23746691
奔跑吧兄弟专场,http://81.70.10.196:35455/huya/29465870
最强大脑专场,http://81.70.10.196:35455/huya/29465880
现在就出发专场,http://81.70.10.196:35455/huya/21059551
脱口秀大会专场,http://81.70.10.196:35455/huya/11352875
新游记专场,http://81.70.10.196:35455/huya/20985794
天赐的声音专场,http://81.70.10.196:35455/huya/30080249
幸福三重奏专场,http://81.70.10.196:35455/huya/29982647
咱们穿越吧专场,http://81.70.10.196:35455/huya/11352907
我是大侦探专场,http://81.70.10.196:35455/huya/20969140
中国好声音专场,http://81.70.10.196:35455/huya/23746691
朋友请吃饭专场,http://81.70.10.196:35455/huya/11352918
12道锋味专场,http://81.70.10.196:35455/huya/30080162
我们的客栈专场,http://81.70.10.196:35455/huya/24609812
变形计专场,http://81.70.10.196:35455/huya/23903164





📺电视剧直播,#genre#
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000001000008139&livemode=1&stbId=yu&mode=1&$4M
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024993&livemode=1&stbId=yu&mode=1&$4M
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000268003&livemode=1&stbId=yu&mode=1&$8M
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000013968&livemode=1&stbId=yu&mode=1&$4M
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7882297361445410858&livemode=1&stbId=yu&mode=1&$4M
NewTV欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266012&livemode=1&stbId=yu&mode=1&$4M
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8393829412396288037&livemode=1&stbId=yu&mode=1&$4M
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7485075951068666323&livemode=1&stbId=yu&mode=1&$4M
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/000000001000/7485075951068666323/1.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7485075951068666323&owchid=ystenlive&owsid=7951969344461285239
NewTV军旅剧场,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010079
NewTV古装剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6859053933687922163&livemode=1&stbId=yu&mode=1&$4M
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8393829412396288037&livemode=1&stbId=yu&mode=1&$4M
NewTV东北热剧,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266013&livemode=1&stbId=yu&mode=1&$4M
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6316377948248689070&livemode=1&stbId=yu&mode=1&$4M
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000008284&livemode=1&stbId=yu&mode=1&$4M
NewTV传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
BesTV热门剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288010&livemode=1&stbId=yu&mode=1&$8M
BesTV谍战剧场,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288004&livemode=1&stbId=yu&mode=1&$8M
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6516734029835465177&livemode=1&stbId=yu&mode=1&$4M
搜狐视频,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
探案剧专区,http://81.70.10.196:35455/huya/20969144
都市剧专区,http://81.70.10.196:35455/huya/29982666
刑侦剧专区,http://81.70.10.196:35455/huya/20969130
家庭剧专区,http://81.70.10.196:35455/huya/11352872
经典剧专区,http://81.70.10.196:35455/huya/11602081
怀旧剧专区,http://81.70.10.196:35455/huya/30080241
僵尸剧专区,http://81.70.10.196:35455/huya/23865148
抗战剧专区,http://81.70.10.196:35455/huya/30080238
台湾剧专区,http://81.70.10.196:35455/huya/11342436
韩国剧专区,http://81.70.10.196:35455/huya/23863787
美国剧专区,http://81.70.10.196:35455/huya/30080138
英国剧专区,http://81.70.10.196:35455/huya/29982659
校园剧专区,http://81.70.10.196:35455/huya/30080228
谍战剧专区,http://81.70.10.196:35455/huya/30080225
古装剧专区,http://81.70.10.196:35455/huya/24314158
乡村剧专区,http://81.70.10.196:35455/huya/30080255
偶像剧专区,http://81.70.10.196:35455/huya/11601964
爱情剧专区,http://81.70.10.196:35455/huya/29982671
搞笑剧专区,http://81.70.10.196:35455/huya/21059634
武侠剧专区,http://81.70.10.196:35455/huya/20985816
穿越剧专区,http://81.70.10.196:35455/huya/26355857
年代剧专区,http://81.70.10.196:35455/huya/20969095





💽纪录片直播,#genre#
NewTV精品记录,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6298506997017621594&livemode=1&stbId=yu&mode=1&$4M
BesTV纯享4K,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000011651&livemode=1&stbId=yu&mode=1&$16M
BesTV看天下,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288007&livemode=1&stbId=yu&mode=1&$8M
幻海航行,http://81.70.10.196:35455/huya/17105786
生存记,https://tv1288.xyz/1002.php?id=20985861
贝爷,https://tv1288.xyz/1002.php?id=20969143
航拍中国专场,http://81.70.10.196:35455/huya/22414123
中国通史,https://tv1288.xyz/1002.php?id=20985822
云游故宫1,http://81.70.10.196:35455/huya/19743457
云游故宫2,http://81.70.10.196:35455/huya/19743452



🎮游戏直播,#genre#
NewTV哒啵赛事,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5320946857686967621&livemode=1&stbId=yu&mode=1&$4M
BesTV电竞天堂,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288003&livemode=1&stbId=yu&mode=1&$8M
CN游戏竞技,http://ygbh.site/php/bfgd.php?id=296
端游/CS2专场,http://81.70.10.196:35455/huya/18525061
端游/无畏契约专场,http://81.70.10.196:35455/huya/660679
端游/云顶之弈专场,http://81.70.10.196:35455/huya/24423598
端游/穿越火线专场,http://81.70.10.196:35455/huya/660101
端游/炉石传说专场,http://81.70.10.196:35455/huya/21103932
端游/永劫无间专场,http://81.70.10.196:35455/huya/660115
端游/逆战专场,http://81.70.10.196:35455/huya/12149051
端游/DOTA2专场,http://81.70.10.196:35455/huya/476318
端游/地下城与勇士专场,http://81.70.10.196:35455/huya/21103948
端游/QQ飞车专场,http://81.70.10.196:35455/huya/660219
端游/跑跑卡丁车,http://huanqiuzhibo.cn/manifest/douyu.php?id=7722576
手游/跑跑卡丁车,http://huanqiuzhibo.cn/manifest/douyu.php?id=6672862
手游/王者荣耀专场,http://81.70.10.196:35455/huya/660002
手游/天天吃鸡专场,http://live.nctv.top/huya.php?id=660004
手游/三角洲行动专场,http://81.70.10.196:35455/huya/29701539
手游/和平精英专场,http://81.70.10.196:35455/huya/660135
手游/英雄联盟专场,http://81.70.10.196:35455/huya/24318577
手游/CF专场,http://81.70.10.196:35455/huya/660102
手游/QQ飞车专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=5040227
手游/DNF专场,http://81.70.10.196:35455/huya/29886331
手游/火影忍者专场,http://81.70.10.196:35455/huya/25567648
手游/第5人格专场,http://81.70.10.196:35455/huya/461698
手游/JJ斗地主专场,http://81.70.10.196:35455/huya/30814433
手游/欢乐斗地主专场,http://81.70.10.196:35455/huya/21103928
单机/我的世界专场,http://81.70.10.196:35455/huya/667788
单机/拳皇专场,http://81.70.10.196:35455/huya/17167271
单机/小霸王专场,http://81.70.10.196:35455/huya/24723731




🎧音乐直播,#genre#
周杰伦专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=7537296
陈奕迅专场,http://81.70.10.196:35455/huya/21241843
五月天专场,http://81.70.10.196:35455/huya/21241841
双笙专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=6476693
华语专场,http://81.70.10.196:35455/huya/21241839
吉他专场,http://81.70.10.196:35455/huya/21241765
说唱专场,http://81.70.10.196:35455/huya/21241840
民谣专场,http://81.70.10.196:35455/huya/21241831
歌单专场,http://81.70.10.196:35455/huya/21241844
游戏音乐专场,http://81.70.10.196:35455/huya/21241838
日语专场,http://81.70.10.196:35455/huya/21241795
欧美专场,http://81.70.10.196:35455/huya/21241790
录音棚专场,http://81.70.10.196:35455/huya/21241790
甜美专场,http://81.70.10.196:35455/huya/21241784
主播专场,http://81.70.10.196:35455/huya/21241793
连麦专场,http://81.70.10.196:35455/huya/21241781
室外专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9627625
翻唱专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9572351
打碟专场,http://81.70.10.196:35455/huya/22719885
蹦迪专场,http://81.70.10.196:35455/huya/20432232
嘻哈专场,http://81.70.10.196:35455/huya/21241810
DJ专场,http://81.70.10.196:35455/huya/20432228
轻音乐专场,http://81.70.10.196:35455/huya/21241813
动漫音乐专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9409703
助眠音乐专场,http://81.70.10.196:35455/huya/21241811
音乐小石榴,http://81.70.10.196:35455/huya/17091681
阿七点歌台,http://huanqiuzhibo.cn/manifest/douyu.php?id=3186217
音悦喵点歌台,http://huanqiuzhibo.cn/manifest/douyu.php?id=3870925
小舞点歌台,http://81.70.10.196:35455/huya/15590571
24小时点歌台,http://81.70.10.196:35455/huya/25261191
音乐台长,http://huanqiuzhibo.cn/manifest/douyu.php?id=9629943
下饭音乐,http://huanqiuzhibo.cn/manifest/douyu.php?id=8661966
音乐Wu哥,http://huanqiuzhibo.cn/manifest/douyu.php?id=8667755
音乐快斗,http://huanqiuzhibo.cn/manifest/douyu.php?id=8324627
蚕豆电台,http://huanqiuzhibo.cn/manifest/douyu.php?id=8768792
音乐猛抬头,http://huanqiuzhibo.cn/manifest/douyu.php?id=8666105
喵喵音乐台,http://huanqiuzhibo.cn/manifest/douyu.php?id=9568091
黑糖音乐秀,http://huanqiuzhibo.cn/manifest/douyu.php?id=9560563
英雄联盟音乐节,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8978605063318475207&livemode=1&stbId=yu&mode=1&%242M%20



🎎动漫直播,#genre#
名侦探柯南,http://81.70.10.196:35455/huya/30080236
火影忍者,http://81.70.10.196:35455/huya/29465866
海贼王,http://81.70.10.196:35455/huya/29982634
精灵宝可梦,http://live.metshop.top/huya/23749096?cdn=alicdn
神奇宝贝,http://live.nctv.top/huya.php?id=29465874
宫崎骏,http://81.70.10.196:35455/huya/21059614
钢之炼金术师,http://live.nctv.top/huya.php?id=20985859
黑子的篮球,http://81.70.10.196:35455/huya/30080253
瑞克与莫蒂,http://81.70.10.196:35455/huya/29982655
星辰变,http://81.70.10.196:35455/huya/24514506
成龙历险记,http://81.70.10.196:35455/huya/11352946
飞天小女警,http://81.70.10.196:35455/huya/11601958
蜡笔小新,http://81.70.10.196:35455/huya/11352970
樱桃小丸子,http://81.70.10.196:35455/huya/11342394
猫和老鼠,http://81.70.10.196:35455/huya/11352879
七龙珠,http://81.70.10.196:35455/huya/11601966
全职高手,http://81.70.10.196:35455/huya/21059628
哆啦A梦,http://81.70.10.196:35455/huya/11601963
海绵宝宝,http://81.70.10.196:35455/huya/11352919
魔法少女,http://81.70.10.196:35455/huya/21059587
全职猎人,http://81.70.10.196:35455/huya/30080254
四驱兄弟,http://81.70.10.196:35455/huya/11352922
一人之上,http://81.70.10.196:35455/huya/11602065
头文字D,http://81.70.10.196:35455/huya/11352889
网球王子,http://81.70.10.196:35455/huya/11352882
玩具总动员,http://81.70.10.196:35455/huya/30080256
通灵王,http://81.70.10.196:35455/huya/20969112
游戏王,http://81.70.10.196:35455/huya/20985856
男子高中生的日常,http://81.70.10.196:35455/huya/20985858
元气少女缘结神,http://81.70.10.196:35455/huya/11352967
全职法师,http://81.70.10.196:35455/huya/26355772
尸兄,http://81.70.10.196:35455/huya/26355846
大头儿子小头爸爸,http://81.70.10.196:35455/huya/20969114
哪吒传奇,http://81.70.10.196:35455/huya/26355782
龙族,http://81.70.10.196:35455/huya/23865086
间谍过家家,http://81.70.10.196:35455/huya/30080149
罗小黑战记,http://81.70.10.196:35455/huya/24314159
圣斗士星矢,http://81.70.10.196:35455/huya/10396612
葫芦兄弟,http://81.70.10.196:35455/huya/20985834
咒术回战,http://81.70.10.196:35455/huya/21059561
反叛的鲁路修,http://81.70.10.196:35455/huya/20969113
超自然武装当哒当,http://81.70.10.196:35455/huya/20985850
新世纪福音战士,http://81.70.10.196:35455/huya/20985862
足球小将,http://81.70.10.196:35455/huya/25725150
轻羽飞扬,http://81.70.10.196:35455/huya/30805998
虫师,https://tv1288.xyz/1002.php?id=21241791
魔神英雄传,https://tv1288.xyz/1002.php?id=21241839
埋堆堆直播1,http://81.70.10.196:35455/huya/23734246
埋堆堆直播2,http://81.70.10.196:35455/huya/23734256
国产动漫系列,http://81.70.10.196:35455/huya/11352869


🧨小品直播,#genre#
赵本山专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9817716
宋小宝专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9817729
贾玲专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=10419541
许君聪专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=10419558
沈腾马丽专场,http://huanqiuzhibo.cn/manifest/douyu.php?id=10153463


🍿短剧直播,#genre#
陈翔六点半,http://81.70.10.196:35455/huya/11274154
人生回答机本机,http://huanqiuzhibo.cn/manifest/douyu.php?id=9409722
郑云工作室,http://huanqiuzhibo.cn/manifest/douyu.php?id=2995636
王Li差点红,http://huanqiuzhibo.cn/manifest/douyu.php?id=9348469
田小豆短剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=10378551
哈利影视,http://huanqiuzhibo.cn/manifest/douyu.php?id=8475821
不思异剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=9297412



👴🏻老年直播,#genre#
NewTV军事评论,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5822616274253344775&livemode=1&stbId=yu&mode=1&$4M
NewTV农业致富,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=6193684637634073625&livemode=1&stbId=yu&mode=1&$4M
BesTV睛彩广场舞,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩广场舞,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩广场舞,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000270003&livemode=1&stbId=yu&mode=1&$8M
BesTV睛彩广场舞,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000006000270005&livemode=1&stbId=yu&mode=1&$8M
BesTV中国天气,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000005000031974&livemode=1&stbId=yu&mode=1&$4M
BesTV健康养生,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288006&livemode=1&stbId=yu&mode=1&$8M
BesTV怡伴健康,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7820874641606664941&livemode=1&stbId=yu&mode=1&$4M
BesTV家庭理财,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=bestzb&Contentid=5000000011000031210&livemode=1&stbId=toShengfen&mode=1&$2M-bestzb
BesTV财富天下,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=hnbblive&Contentid=2000000004000000011&livemode=1&stbId=toShengfen&mode=1&$8M-hnbblive
BesTV戏曲,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=5000000011000288012&livemode=1&stbId=yu&mode=1&$8M
梨园戏曲,https://migu.188766.xyz/?migutoken=2993298f7b139ad24b680d321029ea6d&id=梨园频道&type=yy
梨园戏曲,http://1.94.31.214/php/hntv.php?id=hnly
梨园戏曲,http://150.158.10.195:80/dxxw.php?id=hnly
河南曲艺,http://1.94.31.214/php/hntv.php?id=jczy
河南曲艺,http://150.158.10.195:80/dxxw.php?id=jczy
移动戏曲,https://migu.188766.xyz/?migutoken=6ebdded105c0c9609b83f1954dafd1f4&id=移动戏曲频道&type=yy
移动戏曲,http://150.158.10.195:80/dxxw.php?id=ydxj
天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
天元围棋,http://ygbh.site/php/bfgd.php?id=633
戏剧影视,http://xatv-yt.xiancity.cn/live/4/index.m3u8
点掌财经,https://volcanopull.aniu.tv/live/aniu2/index.m3u8




🎨埋堆堆直播,#genre#
楚汉骄雄,http://81.70.10.196:35455/huya/29465854
封神榜,http://81.70.10.196:35455/huya/29465849
西游记2,http://81.70.10.196:35455/huya/29465859
寻秦记,http://81.70.10.196:35455/huya/29465848
大唐双龙传,http://81.70.10.196:35455/huya/29465850
刑事侦缉档案,http://81.70.10.196:35455/huya/29465856
洗冤录,http://81.70.10.196:35455/huya/29465851
陀枪师姐,http://81.70.10.196:35455/huya/29465857
金枝欲孽,http://81.70.10.196:35455/huya/29465847
扫黄先锋,http://81.70.10.196:35455/huya/29465855
妙手仁心,http://81.70.10.196:35455/huya/29465853
野蛮亲家,http://81.70.10.196:35455/huya/23863796
笑看风云,http://81.70.10.196:35455/huya/29465858
韦小宝,http://81.70.10.196:35455/huya/23650774
港版西游记,http://81.70.10.196:35455/huya/29465860
雪山飞狐,http://81.70.10.196:35455/huya/23734176



🔊解说直播,#genre#
牛叔说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2758565
火龙果说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9559158
小片片说大片,http://huanqiuzhibo.cn/manifest/douyu.php?id=4258555
科幻Fans布玛,http://huanqiuzhibo.cn/manifest/douyu.php?id=3508304
牛叔说电影二台,http://huanqiuzhibo.cn/manifest/douyu.php?id=10010651
PP看动漫,http://huanqiuzhibo.cn/manifest/douyu.php?id=9837291
OneGuy,http://huanqiuzhibo.cn/manifest/douyu.php?id=9734098
虫哥说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=8915074
刘老师说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=8317926
发条张的电影最TOP,http://huanqiuzhibo.cn/manifest/douyu.php?id=2164691
星君说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=8014467
3说电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9643264
来呀官人V,http://huanqiuzhibo.cn/manifest/douyu.php?id=9986305
阿斗归来了,http://81.70.10.196:35455/huya/13303478
芮橙说剧,http://81.70.10.196:35455/huya/30287258
狗哥吃火锅,http://81.70.10.196:35455/huya/17269326
狗哥吃火锅二台,http://81.70.10.196:35455/huya/21059624
扁豆看电影,http://81.70.10.196:35455/huya/16028551
君陌观影,http://81.70.10.196:35455/huya/29420446
电影狂人A,http://81.70.10.196:35455/huya/18715610
救赎电影,http://81.70.10.196:35455/huya/29833341
力哥影视,http://81.70.10.196:35455/huya/23419131
小丑讲电影,http://81.70.10.196:35455/huya/16857432
吾聊电影,http://81.70.10.196:35455/huya/16424416
良少聊漫威,http://81.70.10.196:35455/huya/25523725
老巴电影,http://81.70.10.196:35455/huya/29340502
电影最TOP,http://81.70.10.196:35455/huya/11774959
S哥影视,http://81.70.10.196:35455/huya/24720260
硬汉影探,http://81.70.10.196:35455/huya/24614407
影小渔,http://81.70.10.196:35455/huya/30296971
斌哥漫说,http://81.70.10.196:35455/huya/18632116
南西视频,http://81.70.10.196:35455/huya/16913382
大象放映室,http://81.70.10.196:35455/huya/21277391
阿良说美剧,http://81.70.10.196:35455/huya/20488841
止戈电影,http://81.70.10.196:35455/huya/19863777
小丑电影,http://81.70.10.196:35455/huya/29869799





👁️‍🗨️监控直播,#genre#
汕头金平区小公园亭,https://media9.vgmcc.com:5161/HLS/live/MT_20241202094012286lr7GJHYcdI4p/index.m3u8?encrypt=tPNUT0JhkzI7vlNBYoVtcA&expires=1739424841
某乡村实时监控,http://huanqiuzhibo.cn/manifest/douyu.php?id=7980132
大雁塔,https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8
钟楼,https://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
实况中国慢直播,https://live.iill.top/bilibili/26351451
国家保护动物24×7,https://live.iill.top/bilibili/30792542
ipanda-青青,http://gcalic.v.myalicdn.com/gc/xiongmao20_1/index.m3u8
ipanda-妃妃,http://gcalic.v.myalicdn.com/gc/xiongmao13_1/index.m3u8
ipanda-娅祥,http://gcalic.v.myalicdn.com/gc/xiongmao15_1/index.m3u8
ipanda-瑞瑞,http://gcalic.v.myalicdn.com/gc/xiongmao11_1/index.m3u8
ipanda英英,http://gcalic.v.myalicdn.com/gc/xiongmao16_1/index.m3u8
ipanda玖玖,http://gcalic.v.myalicdn.com/gc/xiongmao14_1/index.m3u8
ipanda水秀,http://gcalic.v.myalicdn.com/gc/xiongmao12_1/index.m3u8
ipanda怡然,http://gcalic.v.myalicdn.com/gc/xiongmao18_1/index.m3u8
ipanda成都园区,http://gcalic.v.myalicdn.com/gc/ipanda_1td/index.m3u8
ipanda都江堰园区,http://gcalic.v.myalicdn.com/gc/ipanda1000_1td/index.m3u8
上海新四平公路入口,https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e078_sub/index.m3u8?t=1900560585&k=218e880c2cf83875
上海大叶公路入口,https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e076_sub/index.m3u8?t=1900560629&k=76b4c565042f29b3
上海沪南公路1,https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e045_sub/index.m3u8?t=1900560684&k=62ec9977412e0d5a
上海沪南公路2,https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e044_sub/index.m3u8?t=1900560719&k=86712f752cfc073f
上海康桥收费站,https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e071_sub/index.m3u8?t=1900560747&k=39b8311fa57065ca#https://rvsh.jtw.sh.gov.cn/live/310115a4-3d7c-4a7d-82dc-71fd4553e069_sub/index.m3u8?t=1900560774&k=46ed14e81323f2f7
上海G1503东大道,https://rvsh.jtw.sh.gov.cn/live/200120a4-3d7c-4a7d-82dc-71fdfef3e045_sub/index.m3u8?t=1902119605&k=2c3e3086e3191872
上海临港大道东大公路,https://rvsh.jtw.sh.gov.cn/live/310120a4-3d7c-4a7d-82dc-71fde233e060_sub/index.m3u8?t=1902119782&k=e5d9cad0fb4bde78




🎙️抖音直播,#genre#
水水家猪蹄,https://live.iill.top/douyin/ssjzt777
小雨点点,https://live.iill.top/douyin/m085656
刘笑笑,https://live.iill.top/douyin/liuxiao91401
小猫爱吃蛋挞,https://live.iill.top/douyin/621582511
洛洛妮儿,https://live.iill.top/douyin/LuoLuo17414
甜茶,https://live.iill.top/douyin/59239900765
猪猪,https://live.iill.top/douyin/36989905230
kioo,https://live.iill.top/douyin/44835660306
文思,https://live.iill.top/douyin/M999304
橙子时光,https://live.iill.top/douyin/92490788620
北极浣熊,https://live.iill.top/douyin/69180111646
茜茜茜,https://live.iill.top/douyin/48910553685
小阿姨,https://live.iill.top/douyin/84961469054
姊妹杂货铺,https://live.iill.top/douyin/92330457924
邪恶的小番茄,https://live.iill.top/douyin/82879895171
3,https://live.iill.top/douyin/96401232918
三岁,https://live.iill.top/douyin/48758792900
祁越洲,https://live.iill.top/douyin/77689499lw
北北,https://live.iill.top/douyin/7898031782d5
Wen,https://live.iill.top/douyin/164347568
小路咖啡,https://live.iill.top/douyin/33085044321
小鹿咖啡,https://live.iill.top/douyin/62185444121
月野兔,https://live.iill.top/douyin/90167848024
可可老师,https://live.iill.top/douyin/Cherry57598
小海星,https://live.iill.top/douyin/31212066378
宁都安华,https://live.iill.top/douyin/YX911020
小白,https://live.iill.top/douyin/102275738
白小黑,https://live.iill.top/douyin/928564042
美美没烦恼,https://live.iill.top/douyin/35980185970
旺仔小馒头,https://live.iill.top/douyin/616852576a
雪子,https://live.iill.top/douyin/xuezi929292
琳琳姐,https://live.iill.top/douyin/993750293
90210亦菲,https://live.iill.top/douyin/Stony90210
东风本田周口北环瑞盈店,https://live.iill.top/douyin/HONDA8564444
陈伯(全能王),https://live.iill.top/douyin/keyis153
芭比宁,https://live.iill.top/douyin/ningmei2007
闫闫呀,https://live.iill.top/douyin/79649570741
兔宝宝,https://live.iill.top/douyin/28071232041
糖糖tt,https://live.iill.top/douyin/71142508734
小毒药,https://live.iill.top/douyin/89444893289
小沐,https://live.iill.top/douyin/30150351253
小沐沐,https://live.iill.top/douyin/81930289382
刘丝壶要升咖,https://live.iill.top/douyin/KENNY_LIU
瀚涟,https://live.iill.top/douyin/95047186958
栗子,https://live.iill.top/douyin/lizi77521



🐯虎牙直播,#genre#
李子柒,http://81.70.10.196:35455/huya/21969336
满创林欢,http://81.70.10.196:35455/huya/29441417
兔丸崽崽,http://81.70.10.196:35455/huya/30831644
AH躺平儿,http://81.70.10.196:35455/huya/712932
书香MH,https://tv1288.xyz/1002.php?id=11654949
书香娜美,https://tv1288.xyz/1002.php?id=125974
奇领小周promax,https://tv1288.xyz/1002.php?id=156329
舒指导,https://tv1288.xyz/1002.php?id=145378
正恒小纯,http://cfss.cc/cdn/hy/152614.flv
童锦程,http://cfss.cc/cdn/hy/527988.flv
小小小酷哥,http://cfss.cc/cdn/hy/1995.flv
药水哥s,http://cfss.cc/cdn/hy/522222.flv



🐟斗鱼直播,#genre#
小冉冉y,http://huanqiuzhibo.cn/manifest/douyu.php?id=10060909
素柠i,http://huanqiuzhibo.cn/manifest/douyu.php?id=8386014
v黎一,http://huanqiuzhibo.cn/manifest/douyu.php?id=6295904
抱抱妮酱,http://huanqiuzhibo.cn/manifest/douyu.php?id=12689701




🅱️哔哩直播,#genre#
Fm891,http://iptv77.iptv66.eu.org:35455/bilibili/26544140
米花小侦探,http://iptv77.iptv66.eu.org:35455/bilibili/30098402
小芯动漫,http://iptv77.iptv66.eu.org:35455/bilibili/30150311
大自然,http://iptv77.iptv66.eu.org:35455/bilibili/1718159119
重温经典,http://iptv77.iptv66.eu.org:35455/bilibili/27719619
